Question,Relevant Documents
Tại sao cần phải giám sát sinh viên chặt chẽ trong giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='b) Sinh viên không thể dự kiểm tra bộ phận hoặc thi vì lý do khách quan và được thủ trưởng đơn vị đào tạo chấp thuận.'), 0.4070592533606099)"
Tại sao cần phải giám sát sinh viên chặt chẽ trong giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='Điều 35. Nghĩa vụ của sinh viên'), 0.375962212711211)"
Tại sao cần phải giám sát sinh viên chặt chẽ trong giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='a) Trong thời gian học hoặc trong thời gian thi kết thúc học phần, sinh viên bị ốm hoặc bị tai nạn không thể dự kiểm tra hoặc thi, được thủ trưởng đơn vị đào tạo cho phép;'), 0.37046508355363217)"
Tại sao cần phải giám sát sinh viên chặt chẽ trong giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3636458920519635)"
Tại sao nhà trường cần đảm bảo sinh viên chuẩn bị cá nhân trước mỗi giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3999499229537923)"
Tại sao nhà trường cần đảm bảo sinh viên chuẩn bị cá nhân trước mỗi giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='- Sinh viên vì lý do sức khỏe phải dừng học trong thời gian dài để điều trị, phải có giấy xác nhận của bệnh viện nơi sinh viên điều trị;'), 0.33744167904619427)"
Tại sao nhà trường cần đảm bảo sinh viên chuẩn bị cá nhân trước mỗi giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='Điều 35. Nghĩa vụ của sinh viên'), 0.33558536325038046)"
Tại sao nhà trường cần đảm bảo sinh viên chuẩn bị cá nhân trước mỗi giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3200141679211822)"
Nhà trường có cần kiểm tra đánh giá giờ tín chỉ tự học của sinh viên không?,"(Document(metadata={}, page_content='2. Kiểm tra đánh giá thường xuyên là hoạt động của giảng viên sử dụng các kỹ thuật đánh giá khác nhau trong các hình thức dạy học nhằm kiểm tra việc nắm vững kiến thức và rèn luyện kỹ năng đã được xác định trong mục tiêu của học phần, đồng thời qua đó có được những thông tin phản hồi giúp giảng viên, sinh viên điều chỉnh cách dạy, cách học, thay đổi phương pháp dạy và học cho phù hợp.'), 0.5548023334172443)"
Nhà trường có cần kiểm tra đánh giá giờ tín chỉ tự học của sinh viên không?,"(Document(metadata={}, page_content='3. Kiểm tra đánh giá giữa kỳ là hoạt động của giảng viên vào những thời điểm đã được quy định trong đề cương học phần, nhằm đánh giá mức độ đạt mục tiêu học phần ở giai đoạn tương ứng của sinh viên.'), 0.5124911121971577)"
Nhà trường có cần kiểm tra đánh giá giờ tín chỉ tự học của sinh viên không?,"(Document(metadata={}, page_content='- Tham gia đánh giá, phân loại chất lượng học tập của sinh viên.'), 0.48839887777026947)"
Nhà trường có cần kiểm tra đánh giá giờ tín chỉ tự học của sinh viên không?,"(Document(metadata={}, page_content='1. Việc kiểm tra đánh giá và chấm điểm bộ phận của mỗi học phần do giảng viên lớp học phần trực tiếp thực hiện và thông báo kết quả cho sinh viên, chậm nhất 7 ngày làm việc kể từ sau ngày kiểm tra hoặc ngày nộp tiểu luận, bài tập lớn.'), 0.460485736497929)"
Khi nào nhà trường nên yêu cầu sinh viên hoàn thành các nhiệm vụ tự học bắt buộc?,"(Document(metadata={}, page_content='b) Chậm nhất là 1 tháng trước khi bắt đầu mỗi học kỳ, sinh viên phải hoàn thành đăng ký các học phần;'), 0.3862676229343067)"
Khi nào nhà trường nên yêu cầu sinh viên hoàn thành các nhiệm vụ tự học bắt buộc?,"(Document(metadata={}, page_content='10. Sinh viên chưa hoàn thành học phần giáo dục quốc phòng - an ninh, học phần giáo dục thể chất, kỹ năng bổ trợ hoặc chưa đạt chuẩn đầu ra về ngoại ngữ, công nghệ thông tin (nếu có) nhưng đã hết thời gian tối đa được phép học, trong thời hạn 3 năm tính từ ngày phải ngừng học, được trở về đơn vị đào tạo hoàn thành các điều kiện còn thiếu và đề nghị xét công nhận tốt nghiệp.'), 0.3575421433037673)"
Khi nào nhà trường nên yêu cầu sinh viên hoàn thành các nhiệm vụ tự học bắt buộc?,"(Document(metadata={}, page_content='Sinh viên nghỉ học tạm thời nếu muốn học tiếp phải có đơn đề nghị thủ trưởng đơn vị đào tạo giải quyết chậm nhất 2 tuần trước khi hết thời hạn nghỉ học tạm thời.'), 0.35598890549559536)"
Khi nào nhà trường nên yêu cầu sinh viên hoàn thành các nhiệm vụ tự học bắt buộc?,"(Document(metadata={}, page_content='a) Học phần bắt buộc: sinh viên bắt buộc phải tích lũy;'), 0.3453219596059732)"
Học phần là gì và có vai trò như thế nào trong chương trình đào tạo đại học?,"(Document(metadata={}, page_content='1. Học phần là một phần kiến thức của chương trình đào tạo; mỗi học phần có khối lượng kiến thức từ 2 đến 5 tín chỉ, được tổ chức giảng dạy trọn vẹn trong một học kỳ (trừ học phần thực tập thực tế); mỗi học phần có mã số riêng do thủ trưởng đơn vị đào tạo ban hành dựa trên nguyên tắc đánh mã của Đại học Quốc gia Hà Nội.'), 0.5792753646204285)"
Học phần là gì và có vai trò như thế nào trong chương trình đào tạo đại học?,"(Document(metadata={}, page_content='h) Học phần ngoại ngữ trong chương trình đào tạo là học phần sinh viên bắt buộc phải tích lũy trong chương trình đào tạo.'), 0.5211737844588871)"
Học phần là gì và có vai trò như thế nào trong chương trình đào tạo đại học?,"(Document(metadata={}, page_content='đ) Khóa luận, đồ án tốt nghiệp là học phần thuộc khối kiến thức bắt buộc, có thời lượng từ 5 đến 10 tín chỉ được quy định cụ thể trong chương trình đào tạo;'), 0.4765938405303076)"
Học phần là gì và có vai trò như thế nào trong chương trình đào tạo đại học?,"(Document(metadata={}, page_content='- Các học phần có nội dung trùng với chương trình đào tạo chuẩn có thể được tổ chức thi chung đề với chương trình đào tạo chuẩn chính quy. Các học phần nâng cao, bổ sung được tổ chức thi đề riêng;'), 0.4596128752652684)"
Có những loại học phần nào mà em cần phải tích lũy trong quá trình học đại học?,"(Document(metadata={}, page_content='h) Học phần ngoại ngữ trong chương trình đào tạo là học phần sinh viên bắt buộc phải tích lũy trong chương trình đào tạo.'), 0.4261123262858387)"
Có những loại học phần nào mà em cần phải tích lũy trong quá trình học đại học?,"(Document(metadata={}, page_content='4. Trong quá trình học cùng lúc hai chương trình đào tạo, sinh viên chỉ cần tích lũy một lần các học phần chung, tương đương và phải tích lũy đủ các học phần còn lại của hai chương trình đào tạo. Sinh viên tích lũy đủ số tín chỉ theo yêu cầu của cả hai chương trình đào tạo, khi tốt nghiệp được cấp hai bằng.'), 0.41193488509004716)"
Có những loại học phần nào mà em cần phải tích lũy trong quá trình học đại học?,"(Document(metadata={}, page_content='d) Học phần tiên quyết của một học phần: sinh viên phải tích lũy trước khi học học phần đó;'), 0.37578308860503973)"
Có những loại học phần nào mà em cần phải tích lũy trong quá trình học đại học?,"(Document(metadata={}, page_content='2. Các loại học phần'), 0.3643883509353314)"
"Tại sao khóa luận, đồ án tốt nghiệp được xem là học phần bắt buộc trong chương trình đào tạo?","(Document(metadata={}, page_content='đ) Khóa luận, đồ án tốt nghiệp là học phần thuộc khối kiến thức bắt buộc, có thời lượng từ 5 đến 10 tín chỉ được quy định cụ thể trong chương trình đào tạo;'), 0.6420884145364573)"
"Tại sao khóa luận, đồ án tốt nghiệp được xem là học phần bắt buộc trong chương trình đào tạo?","(Document(metadata={}, page_content='c) Sinh viên không đủ điều kiện làm khóa luận hoặc đồ án tốt nghiệp sẽ      đăng ký học các học phần thay thế do thủ trưởng đơn vị đào tạo quy định. Các học phần thay thế cho khóa luận, đồ án tốt nghiệp được tổ chức đào tạo, kiểm tra đánh giá như các học phần khác.'), 0.4462028017403147)"
"Tại sao khóa luận, đồ án tốt nghiệp được xem là học phần bắt buộc trong chương trình đào tạo?","(Document(metadata={}, page_content='Điều 39. Bảo vệ và đánh giá khóa luận, đồ án tốt nghiệp'), 0.4112897011330424)"
"Tại sao khóa luận, đồ án tốt nghiệp được xem là học phần bắt buộc trong chương trình đào tạo?","(Document(metadata={}, page_content='- Số lượng khóa luận, đồ án tốt nghiệp tối đa do một giảng viên hướng dẫn trong cùng một thời gian;'), 0.39005506518204125)"
Khi nào em cần phải hoàn thành các học phần điều kiện?,"(Document(metadata={}, page_content='b) Chậm nhất là 1 tháng trước khi bắt đầu mỗi học kỳ, sinh viên phải hoàn thành đăng ký các học phần;'), 0.4707055886185476)"
Khi nào em cần phải hoàn thành các học phần điều kiện?,"(Document(metadata={}, page_content='Điều 5. Học phần'), 0.4126514236615809)"
Khi nào em cần phải hoàn thành các học phần điều kiện?,"(Document(metadata={}, page_content='ai: là điểm của học phần thứ i'), 0.3843397417897214)"
Khi nào em cần phải hoàn thành các học phần điều kiện?,"(Document(metadata={}, page_content='d) Học phần tiên quyết của một học phần: sinh viên phải tích lũy trước khi học học phần đó;'), 0.38315187501129044)"
Làm thế nào để em chọn lựa học phần tự chọn phù hợp với nhu cầu cá nhân?,"(Document(metadata={}, page_content='c) Học phần tự chọn tự do: sinh viên tự chọn theo nhu cầu cá nhân phù hợp các yêu cầu học tập;'), 0.5829280633934737)"
Làm thế nào để em chọn lựa học phần tự chọn phù hợp với nhu cầu cá nhân?,"(Document(metadata={}, page_content='b) Học phần tự chọn có điều kiện: sinh viên được tự chọn theo hướng dẫn của đơn vị đào tạo;'), 0.3767601789940678)"
Làm thế nào để em chọn lựa học phần tự chọn phù hợp với nhu cầu cá nhân?,"(Document(metadata={}, page_content='b) Đối với học phần tự chọn có điều kiện, nếu bị điểm F, sinh viên đăng ký học lại học phần đó hoặc đăng ký học học phần tự chọn khác cùng khối kiến thức để thay thế.'), 0.3222052139878695)"
Làm thế nào để em chọn lựa học phần tự chọn phù hợp với nhu cầu cá nhân?,"(Document(metadata={}, page_content='2. Phân công giảng dạy các học phần chung'), 0.3015585265735953)"
Em cần tích lũy bao nhiêu tín chỉ để hoàn thành một học phần?,"(Document(metadata={}, page_content='n: là tổng số học phần trong học kỳ hoặc tổng số học phần tính từ đầu khóa học tới thời điểm xem xét hoặc tổng số học phần đã tích lũy.'), 0.3965356067559248)"
Em cần tích lũy bao nhiêu tín chỉ để hoàn thành một học phần?,"(Document(metadata={}, page_content='k: Tổng số học phần'), 0.39370013537550586)"
Em cần tích lũy bao nhiêu tín chỉ để hoàn thành một học phần?,"(Document(metadata={}, page_content='ni: Số tín chỉ của học phần thứ i'), 0.38800845636520076)"
Em cần tích lũy bao nhiêu tín chỉ để hoàn thành một học phần?,"(Document(metadata={}, page_content='1. Học phần là một phần kiến thức của chương trình đào tạo; mỗi học phần có khối lượng kiến thức từ 2 đến 5 tín chỉ, được tổ chức giảng dạy trọn vẹn trong một học kỳ (trừ học phần thực tập thực tế); mỗi học phần có mã số riêng do thủ trưởng đơn vị đào tạo ban hành dựa trên nguyên tắc đánh mã của Đại học Quốc gia Hà Nội.'), 0.37747992072608827)"
"Khóa luận, đồ án tốt nghiệp có yêu cầu điều kiện gì đặc biệt không?","(Document(metadata={}, page_content='- Điều kiện được đăng ký, quy trình đăng ký nhận đề tài, hình thức và thời gian làm khoá luận hoặc đồ án tốt nghiệp;'), 0.508777974843348)"
"Khóa luận, đồ án tốt nghiệp có yêu cầu điều kiện gì đặc biệt không?","(Document(metadata={}, page_content='đ) Khóa luận, đồ án tốt nghiệp là học phần thuộc khối kiến thức bắt buộc, có thời lượng từ 5 đến 10 tín chỉ được quy định cụ thể trong chương trình đào tạo;'), 0.45990495292544886)"
"Khóa luận, đồ án tốt nghiệp có yêu cầu điều kiện gì đặc biệt không?","(Document(metadata={}, page_content='- Hình thức, quy trình bảo vệ và đánh giá khoá luận, đồ án tốt nghiệp.'), 0.42455790836590845)"
"Khóa luận, đồ án tốt nghiệp có yêu cầu điều kiện gì đặc biệt không?","(Document(metadata={}, page_content='2. Khoá luận, đồ án tốt nghiệp được chấm theo thang điểm 10, có lẻ  đến một chữ số thập phân và được quy đổi sang điểm chữ theo quy định tại khoản 2, Điều 41 của Quy chế này. Điểm khoá luận, đồ án tốt nghiệp được thông báo công khai chậm nhất là một tuần sau khi các Hội đồng chấm khóa luận, đồ án tốt nghiệp hoàn thành nhiệm vụ.'), 0.41596770628981206)"
Tại sao cần phải có đề cương học phần trước khi giảng dạy?,"(Document(metadata={}, page_content='Đề cương học phần do giảng viên biên soạn dựa trên chuẩn đầu ra của học phần và được thủ trưởng đơn vị quản lý học phần phê duyệt để cung cấp cho người học trước khi giảng dạy. Đề cương học phần gồm các nội dung chủ yếu sau:'), 0.4286066610744105)"
Tại sao cần phải có đề cương học phần trước khi giảng dạy?,"(Document(metadata={}, page_content='d) Học phần tiên quyết của một học phần: sinh viên phải tích lũy trước khi học học phần đó;'), 0.4285699090225089)"
Tại sao cần phải có đề cương học phần trước khi giảng dạy?,"(Document(metadata={}, page_content='d) Mục tiêu, chuẩn đầu ra, nội dung, phương pháp giảng dạy của học phần;'), 0.38474586882197237)"
Tại sao cần phải có đề cương học phần trước khi giảng dạy?,"(Document(metadata={}, page_content='a) Trước khi bắt đầu mỗi học kỳ, tùy theo khả năng và điều kiện học tập, sinh viên tham khảo ý kiến tư vấn của cố vấn học tập để đăng ký các học phần dự định sẽ học trong học kỳ đó;'), 0.37228005329105673)"
Làm thế nào để đảm bảo rằng ngân hàng câu hỏi của học phần đáp ứng tiêu chuẩn kiểm tra đánh giá?,"(Document(metadata={}, page_content='2. Kiểm tra đánh giá thường xuyên là hoạt động của giảng viên sử dụng các kỹ thuật đánh giá khác nhau trong các hình thức dạy học nhằm kiểm tra việc nắm vững kiến thức và rèn luyện kỹ năng đã được xác định trong mục tiêu của học phần, đồng thời qua đó có được những thông tin phản hồi giúp giảng viên, sinh viên điều chỉnh cách dạy, cách học, thay đổi phương pháp dạy và học cho phù hợp.'), 0.3851426814007025)"
Làm thế nào để đảm bảo rằng ngân hàng câu hỏi của học phần đáp ứng tiêu chuẩn kiểm tra đánh giá?,"(Document(metadata={}, page_content='- Hình thức kiểm tra, đánh giá: Bên cạnh hình thức thi viết truyền thống, tăng cường các hình thức thi vấn đáp và thi trắc nghiệm, đồng thời sử dụng những phần mềm chuyên dụng để sinh viên tự kiểm tra, đánh giá. Đối với một số học phần có thể đánh giá kết quả học tập qua hoạt động seminar, tự học ở nhà, thực tập thực tế và viết tiểu luận.'), 0.37300620134405094)"
Làm thế nào để đảm bảo rằng ngân hàng câu hỏi của học phần đáp ứng tiêu chuẩn kiểm tra đánh giá?,"(Document(metadata={}, page_content='a) Mỗi học phần có ngân hàng câu hỏi do đơn vị quản lý học phần tổ chức biên soạn, được Hội đồng khoa học và đào tạo cấp khoa thẩm định và được Chủ nhiệm Khoa/Bộ môn cho phép sử dụng để lựa chọn làm đề kiểm tra đánh giá;'), 0.3706833199352215)"
Làm thế nào để đảm bảo rằng ngân hàng câu hỏi của học phần đáp ứng tiêu chuẩn kiểm tra đánh giá?,"(Document(metadata={}, page_content='4. Ngân hàng câu hỏi của học phần'), 0.36925445747700525)"
Nhà trường cần làm gì để đảm bảo chất lượng đề cương học phần trước khi giảng dạy?,"(Document(metadata={}, page_content='Đề cương học phần do giảng viên biên soạn dựa trên chuẩn đầu ra của học phần và được thủ trưởng đơn vị quản lý học phần phê duyệt để cung cấp cho người học trước khi giảng dạy. Đề cương học phần gồm các nội dung chủ yếu sau:'), 0.42029972796715576)"
Nhà trường cần làm gì để đảm bảo chất lượng đề cương học phần trước khi giảng dạy?,"(Document(metadata={}, page_content='- Tham gia đánh giá, phân loại chất lượng học tập của sinh viên.'), 0.39539519732891704)"
Nhà trường cần làm gì để đảm bảo chất lượng đề cương học phần trước khi giảng dạy?,"(Document(metadata={}, page_content='3. Ưu tiên đầu tư điều kiện đảm bảo chất lượng giáo dục.'), 0.3924415461852736)"
Nhà trường cần làm gì để đảm bảo chất lượng đề cương học phần trước khi giảng dạy?,"(Document(metadata={}, page_content='9. Ngoài các quy định trên, việc tổ chức kiểm tra, đánh giá và thi kết thúc học phần đối với sinh viên các chương trình đào tạo tài năng, chất lượng cao được thực hiện như sau:'), 0.38131924574433973)"
Khi nào ngân hàng câu hỏi của học phần có thể được sử dụng cho việc kiểm tra đánh giá?,"(Document(metadata={}, page_content='4. Ngân hàng câu hỏi của học phần'), 0.41325947624504755)"
Khi nào ngân hàng câu hỏi của học phần có thể được sử dụng cho việc kiểm tra đánh giá?,"(Document(metadata={}, page_content='a) Mỗi học phần có ngân hàng câu hỏi do đơn vị quản lý học phần tổ chức biên soạn, được Hội đồng khoa học và đào tạo cấp khoa thẩm định và được Chủ nhiệm Khoa/Bộ môn cho phép sử dụng để lựa chọn làm đề kiểm tra đánh giá;'), 0.39235657813867564)"
Khi nào ngân hàng câu hỏi của học phần có thể được sử dụng cho việc kiểm tra đánh giá?,"(Document(metadata={}, page_content='2. Kiểm tra đánh giá thường xuyên là hoạt động của giảng viên sử dụng các kỹ thuật đánh giá khác nhau trong các hình thức dạy học nhằm kiểm tra việc nắm vững kiến thức và rèn luyện kỹ năng đã được xác định trong mục tiêu của học phần, đồng thời qua đó có được những thông tin phản hồi giúp giảng viên, sinh viên điều chỉnh cách dạy, cách học, thay đổi phương pháp dạy và học cho phù hợp.'), 0.3796115397363753)"
Khi nào ngân hàng câu hỏi của học phần có thể được sử dụng cho việc kiểm tra đánh giá?,"(Document(metadata={}, page_content='5. Phương pháp đánh giá, hình thức kiểm tra đánh giá học phần, trọng số của các điểm kiểm tra đánh giá bộ phận và điểm thi kết thúc học phần được quy định trong đề cương chi tiết của mỗi học phần. Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số điểm học phần.'), 0.3577871007873127)"
Chương trình đào tạo đại học có mục tiêu gì?,"(Document(metadata={}, page_content='1. Chương trình đào tạo đại học thể hiện mục tiêu, phạm vi và cấu trúc nội dung đào tạo đại học; quy định chuẩn đầu ra về kiến thức, kỹ năng, mức tự chủ và trách nhiệm, phương pháp và hình thức đào tạo, cách thức đánh giá kết quả học tập, đáp ứng Quy định về chuẩn chương trình đào tạo hiện hành của Bộ Giáo dục và Đào tạo.'), 0.5114112677914602)"
Chương trình đào tạo đại học có mục tiêu gì?,"(Document(metadata={}, page_content='1. Quy chế này quy định về đào tạo đại học theo hình thức chính quy và hình thức vừa làm vừa học tại Đại học Quốc gia Hà Nội, bao gồm: chương trình đào tạo và thời gian học tập; tổ chức và quản lý đào tạo; nghiên cứu khoa học của sinh viên; quyền lợi và nghĩa vụ của giảng viên, cố vấn học tập, sinh viên; kiểm tra, thi và đánh giá kết quả học tập; công nhận tốt nghiệp.'), 0.4321661310185495)"
Chương trình đào tạo đại học có mục tiêu gì?,"(Document(metadata={}, page_content='2. Thiết kế chương trình đào tạo'), 0.4184408412135828)"
Chương trình đào tạo đại học có mục tiêu gì?,"(Document(metadata={}, page_content='a) Nắm vững chương trình đào tạo, hướng dẫn sinh viên xây dựng kế hoạch học tập, lựa chọn đăng ký các học phần phù hợp với điều kiện học tập của sinh viên và mục tiêu, yêu cầu của chương trình đào tạo;'), 0.4009393202225856)"
Các loại chương trình đào tạo nào em có thể lựa chọn khi vào đại học?,"(Document(metadata={}, page_content='2. Các loại chương trình đào tạo'), 0.5744581062761789)"
Các loại chương trình đào tạo nào em có thể lựa chọn khi vào đại học?,"(Document(metadata={}, page_content='Một ngành học có một hoặc nhiều chương trình đào tạo với chuẩn đầu ra tương ứng.'), 0.4342621780886933)"
Các loại chương trình đào tạo nào em có thể lựa chọn khi vào đại học?,"(Document(metadata={}, page_content='a) Nắm vững chương trình đào tạo, hướng dẫn sinh viên xây dựng kế hoạch học tập, lựa chọn đăng ký các học phần phù hợp với điều kiện học tập của sinh viên và mục tiêu, yêu cầu của chương trình đào tạo;'), 0.42522749534820103)"
Các loại chương trình đào tạo nào em có thể lựa chọn khi vào đại học?,"(Document(metadata={}, page_content='6. Đơn vị tổ chức chương trình đào tạo thứ nhất và thứ hai cập nhật kết quả học tập của sinh viên sau mỗi học kỳ lên Cổng thông tin đào tạo đại học của Đại học Quốc gia Hà Nội. Trong quá trình sinh viên học cùng lúc hai chương trình, nếu điểm trung bình chung tích luỹ của chương trình đào tạo thứ nhất đạt dưới điểm trung bình hoặc thuộc diện cảnh báo kết quả học tập thì phải dừng học chương trình đào tạo thứ hai ở học kỳ tiếp theo; sinh viên sẽ bị loại khỏi danh sách học chương trình đào tạo thứ hai.'), 0.4184381859621267)"
Làm thế nào để biết chương trình đào tạo nào là phù hợp nhất với em?,"(Document(metadata={}, page_content='1. Nội dung đào tạo, phương pháp dạy - học, kiểm tra đánh giá và phương thức quản lý phải phù hợp và đáp ứng chuẩn đầu ra của chương trình đào tạo.'), 0.4354737735428359)"
Làm thế nào để biết chương trình đào tạo nào là phù hợp nhất với em?,"(Document(metadata={}, page_content='1. Nguyên tắc thiết kế chương trình đào tạo'), 0.4339300609224275)"
Làm thế nào để biết chương trình đào tạo nào là phù hợp nhất với em?,"(Document(metadata={}, page_content='2. Thiết kế chương trình đào tạo'), 0.43355921080238)"
Làm thế nào để biết chương trình đào tạo nào là phù hợp nhất với em?,"(Document(metadata={}, page_content='2. Các loại chương trình đào tạo'), 0.42078150859248387)"
Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài có gì đặc biệt so với các chương trình khác?,"(Document(metadata={}, page_content='h) Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài do đối tác nước ngoài cấp bằng.'), 0.701603178528569)"
Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài có gì đặc biệt so với các chương trình khác?,"(Document(metadata={}, page_content='g) Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài do Đại học Quốc gia Hà Nội và cơ sở giáo dục nước ngoài (đối tác nước ngoài) cùng cấp bằng;'), 0.6019443421199524)"
Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài có gì đặc biệt so với các chương trình khác?,"(Document(metadata={}, page_content='e) Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài do Đại học Quốc gia Hà Nội cấp bằng;'), 0.5914726204326327)"
Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài có gì đặc biệt so với các chương trình khác?,"(Document(metadata={}, page_content='e) Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài do Đại học Quốc gia Hà Nội cấp bằng được thiết kế theo quy định của Đại học Quốc gia Hà Nội và tham khảo chương trình đào tạo của đối tác nước ngoài để điều chỉnh, bổ sung đáp ứng yêu cầu và điều kiện thực tế của Việt Nam;'), 0.5627455813686983)"
Tại sao chương trình đào tạo đại học cần phải đáp ứng Quy định về chuẩn chương trình đào tạo hiện hành của Bộ Giáo dục và Đào tạo?,"(Document(metadata={}, page_content='1. Chương trình đào tạo đại học thể hiện mục tiêu, phạm vi và cấu trúc nội dung đào tạo đại học; quy định chuẩn đầu ra về kiến thức, kỹ năng, mức tự chủ và trách nhiệm, phương pháp và hình thức đào tạo, cách thức đánh giá kết quả học tập, đáp ứng Quy định về chuẩn chương trình đào tạo hiện hành của Bộ Giáo dục và Đào tạo.'), 0.6147858968053427)"
Tại sao chương trình đào tạo đại học cần phải đáp ứng Quy định về chuẩn chương trình đào tạo hiện hành của Bộ Giáo dục và Đào tạo?,"(Document(metadata={}, page_content='1. Nội dung đào tạo, phương pháp dạy - học, kiểm tra đánh giá và phương thức quản lý phải phù hợp và đáp ứng chuẩn đầu ra của chương trình đào tạo.'), 0.5372327452659018)"
Tại sao chương trình đào tạo đại học cần phải đáp ứng Quy định về chuẩn chương trình đào tạo hiện hành của Bộ Giáo dục và Đào tạo?,"(Document(metadata={}, page_content='- Thực hiện nghiêm túc các quy định của Đại học Quốc gia Hà Nội và của đơn vị đào tạo đối với chương trình đào tạo này;'), 0.5270733317260479)"
Tại sao chương trình đào tạo đại học cần phải đáp ứng Quy định về chuẩn chương trình đào tạo hiện hành của Bộ Giáo dục và Đào tạo?,"(Document(metadata={}, page_content='d) Thẩm định các điều kiện đảm bảo chất lượng và giao nhiệm vụ tổ chức đào tạo cho đơn vị đào tạo theo chương trình đào tạo đã được ban hành.'), 0.5241700039195265)"
Làm thế nào để đảm bảo chuẩn đầu ra của các chương trình đào tạo khác nhau phù hợp với mục tiêu đào tạo của từng ngành học?,"(Document(metadata={}, page_content='Một ngành học có một hoặc nhiều chương trình đào tạo với chuẩn đầu ra tương ứng.'), 0.5510743182259101)"
Làm thế nào để đảm bảo chuẩn đầu ra của các chương trình đào tạo khác nhau phù hợp với mục tiêu đào tạo của từng ngành học?,"(Document(metadata={}, page_content='1. Nội dung đào tạo, phương pháp dạy - học, kiểm tra đánh giá và phương thức quản lý phải phù hợp và đáp ứng chuẩn đầu ra của chương trình đào tạo.'), 0.5061459041538426)"
Làm thế nào để đảm bảo chuẩn đầu ra của các chương trình đào tạo khác nhau phù hợp với mục tiêu đào tạo của từng ngành học?,"(Document(metadata={}, page_content='d) Thẩm định các điều kiện đảm bảo chất lượng và giao nhiệm vụ tổ chức đào tạo cho đơn vị đào tạo theo chương trình đào tạo đã được ban hành.'), 0.4859421379705694)"
Làm thế nào để đảm bảo chuẩn đầu ra của các chương trình đào tạo khác nhau phù hợp với mục tiêu đào tạo của từng ngành học?,"(Document(metadata={}, page_content='1. Kết quả học tập của người học đã tích lũy từ một trình độ đào tạo khác, một hệ thống tính tín chỉ khác, một ngành đào tạo hoặc một chương trình đào tạo khác, một khóa học khác hoặc từ một cơ sở đào tạo khác ở trong và ngoài nước được đơn vị đào tạo xem xét công nhận, chuyển đổi sang tín chỉ của những học phần trong chương trình đào tạo theo học.'), 0.47244064793119556)"
Ai chịu trách nhiệm phê duyệt và kiểm tra chuẩn đầu ra của chương trình đào tạo?,"(Document(metadata={}, page_content='1. Nội dung đào tạo, phương pháp dạy - học, kiểm tra đánh giá và phương thức quản lý phải phù hợp và đáp ứng chuẩn đầu ra của chương trình đào tạo.'), 0.5031037867751749)"
Ai chịu trách nhiệm phê duyệt và kiểm tra chuẩn đầu ra của chương trình đào tạo?,"(Document(metadata={}, page_content='- Hoàn thành bài kiểm tra đánh giá xét chuyển đổi chương trình đào tạo do đơn vị đào tạo quy định;'), 0.45727461025673244)"
Ai chịu trách nhiệm phê duyệt và kiểm tra chuẩn đầu ra của chương trình đào tạo?,"(Document(metadata={}, page_content='a) Chương trình đào tạo chuẩn;'), 0.44816233516813164)"
